municipio,target,epi_year,epi_week,familia,prob_alerta_proxima_janela,limiar_operacional,acima_limiar,faixa_predita,drivers,tipo_sinal,acao_sugerida,metodo,modelo_versao,risco_composto,positividade,tests,banda_absoluta,percentil_estadual,banda_percentil,banda_risco,criterio_banda,legenda_banda
RINOPOLIS,dengue,2025,5,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=3 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,3,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CENTRO DO GUILHERME,dengue,2025,36,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); risco_composto=0.169 (imp=0.174); tests=2 (imp=0.0116); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.1686,0.0,2,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PILAR,chikungunya,2025,11,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=1 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PILAR,dengue,2025,5,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=2 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,2,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PILOEZINHOS,dengue,2024,35,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=4 (imp=0.0116); risco_composto=0.169 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.1686,0.0,4,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PINDARE-MIRIM,dengue,2026,3,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); risco_composto=0.169 (imp=0.174); tests=2 (imp=0.0116); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.1686,0.0,2,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PINDORAMA,dengue,2025,15,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=1 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PINHAIS,dengue,2024,33,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=3 (imp=0.0116); risco_composto=0.169 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.1686,0.0,3,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PINHALZINHO,chikungunya,2026,14,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); risco_composto=0.169 (imp=0.174); tests=2 (imp=0.0116); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.1686,0.0,2,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PINHEIRO,chikungunya,2025,5,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); risco_composto=0.177 (imp=0.174); tests=2 (imp=0.0116); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.1768,0.0,2,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PELOTAS,chikungunya,2025,13,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=1 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
ALTONIA,dengue,2025,10,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=1 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
ALTOS,chikungunya,2025,8,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=2 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,2,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
ALVARAES,chikungunya,2025,7,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=1 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
ALVORADA D''OESTE,dengue,2025,11,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=1 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
AMAMBAI,chikungunya,2025,21,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=2 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,2,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
AMAMBAI,dengue,2026,20,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); risco_composto=0.354 (imp=0.174); tests=4 (imp=0.0116); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.3536,0.0,4,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
AMARANTE DO MARANHAO,chikungunya,2026,11,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=2 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,2,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
ANANINDEUA,chikungunya,2025,12,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=6 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,6,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
ANANINDEUA,dengue,2025,28,arbovirose,0.0353,0.25,False,baixo,tests_ma8=1 (imp=0.47); tests=1 (imp=0.0116); positividade=0 (imp=0.0247); positividade_trend=0 (imp=0.0798); risco_composto=0 (imp=0.174),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
FENIX,dengue,2026,3,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=5 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,5,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
FERNANDOPOLIS,chikungunya,2025,14,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=2 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,2,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
FOZ DO IGUACU,chikungunya,2025,12,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=2 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,2,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
FRANCA,dengue,2025,6,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=1 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
JARAGUA DO SUL,dengue,2025,51,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); risco_composto=0.204 (imp=0.174); tests=2 (imp=0.0116); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.2041,0.0,2,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
JARDIM,dengue,2025,7,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=1 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
JARU,dengue,2024,35,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=2 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,2,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
FLOR DO SERTAO,chikungunya,2025,21,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=2 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,2,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
FLORES DA CUNHA,dengue,2025,36,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); risco_composto=0.169 (imp=0.174); tests=2 (imp=0.0116); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.1686,0.0,2,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CATANDUVAS,zika,2024,36,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=1 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PINHEIRO,dengue,2025,15,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=1 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PIO XII,dengue,2025,14,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=1 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PIRACICABA,dengue,2025,5,arbovirose,0.0353,0.25,False,baixo,positividade=0 (imp=0.0247); positividade_trend=nan (imp=0.0798); tests=2 (imp=0.0116); risco_composto=0 (imp=0.174); notificacoes=0 (imp=0.00811),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,2,Baixo,29.7,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
