municipio,exames,tat_mediano_dias,tat_p90_dias,tat_lab_mediano_dias,logistica_mediana_dias,pct_liberado_48h,pct_liberado_48h_coleta,pct_liberado_7d,pct_liberado_14d,pct_rejeitado,backlog_estimado,pct_inconclusivo,pct_liberado,fonte,anos_referencia,interpretacao,volume_norm,backlog_norm,tat_p90_norm,rejeicao_norm,indice_pressao_rede,faixa_pressao,formula_pressao,sla_48h_fonte,sla_crise,tipo_sinal_sla,pct_liberado_48h_limiar_crise,tat_p90_limiar_crise,exames_ultima_se,exames_mediana_8se,razao_exames_vs_hist,silencio_gal_alerta,tipo_silencio_gal,silencio_gal_vs_vizinhos,exames_mediana_vizinhos,epi_year_ref,epi_week_ref,fonte_silencio,nota_silencio,silencio_sinan_territorial,silencio_gal_distinto_sinan,divergencia_gal_notif,tipo_divergencia,fonte_divergencia,exames_janela,notificacoes_janela,prioridade_emergencia,sinal,acao_sugerida,responsavel,prazo_acao,checklist_operacional,tipo_sinal_pressao,prob_pressao_alta_proxima_janela,limiar_pressao_predita,pressao_predita_acima_limiar,faixa_pressao_predita,drivers_pressao_predita,acao_pressao_predita,tipo_sinal_pressao_predita
NOVA MARILANDIA,289.0,28.570833333333333,128.50111111111107,13.948611111111111,1.4048611111111111,0.24691358024691357,0.08571428571428572,0.29714285714285715,0.42857142857142855,0.05536332179930796,73.0,0.0,0.44982698961937717,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.0291,0.2526,1.0,0.5536,41.76,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,12.0,1.0,12.0,False,estavel,False,0.5,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.2823,0.3,False,moderada,cnes_estabelecimentos=179 (imp=0.0355); tests_ma4=4 (imp=0.572); indice_pressao_proxy=25.2 (imp=0.0408); tat_mediano_dias=195 (imp=0.00376); tests_ma8=3.62 (imp=0.149),Manter rotina de desempenho da rede laboratorial.,Predito
NOVA UBIRATA,1540.0,21.364583333333332,125.0482638888889,10.189583333333333,8.473958333333334,0.20792951541850221,0.041401273885350316,0.17754777070063693,0.3479299363057325,0.02922077922077922,394.0,0.0,0.5766233766233766,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.1551,0.2558,1.0,0.2922,41.71,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,4.0,1.0,4.0,False,estavel,False,9.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.2059,0.3,False,baixa,cnes_estabelecimentos=629 (imp=0.0355); tests_ma4=2.75 (imp=0.572); cnes_equipes_esf=116 (imp=0.00772); indice_pressao_proxy=21.8 (imp=0.0408); cnes_leitos_total=50 (imp=0.013),Manter rotina de desempenho da rede laboratorial.,Predito
VILA RICA,1352.0,13.660416666666666,221.41805555555555,4.055555555555555,8.439583333333333,0.34764397905759165,0.11329588014981273,0.28277153558052437,0.5056179775280899,0.019970414201183433,416.0,0.0,0.5399408284023669,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.1362,0.3077,1.0,0.1997,41.31,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.1805,0.3,False,baixa,cnes_estabelecimentos=931 (imp=0.0355); cnes_leitos_total=504 (imp=0.013); tests_ma4=2.75 (imp=0.572); cnes_equipes_esf=168 (imp=0.00772); indice_pressao_proxy=22.2 (imp=0.0408),Manter rotina de desempenho da rede laboratorial.,Predito
NOVO SAO JOAQUIM,288.0,10.645138888888889,58.71527777777778,8.109722222222222,1.5944444444444446,0.19393939393939394,0.14222222222222222,0.38666666666666666,0.5466666666666666,0.03125,102.0,0.0,0.4826388888888889,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.029,0.3542,1.0,0.3125,41.18,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,0.0,1.0,0.0,False,estavel,False,2.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.1173,0.3,False,baixa,cnes_estabelecimentos=368 (imp=0.0355); cnes_leitos_total=754 (imp=0.013); tests_ma8=6 (imp=0.149); indice_pressao_proxy=20.9 (imp=0.0408); tests_ma4=1.25 (imp=0.572),Manter rotina de desempenho da rede laboratorial.,Predito
ALTO TAQUARI,185.0,6.735416666666667,213.61805555555523,3.122916666666667,3.442361111111111,0.41732283464566927,0.16129032258064516,0.5032258064516129,0.535483870967742,0.05405405405405406,46.0,0.0,0.31351351351351353,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras,0.0186,0.2486,1.0,0.5405,41.13,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,2.0,1.5,1.333,False,estavel,False,0.5,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.064,0.3,False,baixa,cnes_estabelecimentos=526 (imp=0.0355); cnes_leitos_total=488 (imp=0.013); tests_ma4=1.75 (imp=0.572); indice_pressao_proxy=20.9 (imp=0.0408); tat_mediano_dias=151 (imp=0.00376),Manter rotina de desempenho da rede laboratorial.,Predito
SERRA NOVA DOURADA,49.0,7.409722222222222,152.38819444444445,2.8048611111111112,4.625,0.36,0.2413793103448276,0.41379310344827586,0.6551724137931034,0.02040816326530612,20.0,0.0,0.3469387755102041,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.0049,0.4082,1.0,0.2041,40.45,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.1036,0.3,False,baixa,cnes_estabelecimentos=178 (imp=0.0355); tests_ma4=1.5 (imp=0.572); indice_pressao_proxy=20.8 (imp=0.0408); tat_mediano_dias=124 (imp=0.00376); tests_ma8=2.38 (imp=0.149),Manter rotina de desempenho da rede laboratorial.,Predito
ARIPUANA,1266.0,24.516666666666666,198.60763888888889,5.026388888888889,7.704166666666667,0.33243606998654107,0.07781649245063879,0.22880371660859466,0.37514518002322883,0.036334913112164295,258.0,0.0,0.38941548183254343,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.1275,0.2038,1.0,0.3633,40.39,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,12.0,1.0,12.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.3202,0.3,True,moderada,cnes_estabelecimentos=1.05e+03 (imp=0.0355); cnes_leitos_total=903 (imp=0.013); tests_ma4=4.5 (imp=0.572); cnes_equipes_esf=144 (imp=0.00772); indice_pressao_proxy=25.2 (imp=0.0408),"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",Predito
NOVA GUARITA,1176.0,49.86805555555556,233.70763888888888,3.754166666666667,7.715972222222222,0.28542914171656686,0.02824858757062147,0.19350282485875706,0.3093220338983051,0.05442176870748299,144.0,0.0,0.3078231292517007,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.1184,0.1224,1.0,0.5442,40.39,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.1155,0.3,False,baixa,cnes_estabelecimentos=209 (imp=0.0355); tests_ma4=3.25 (imp=0.572); indice_pressao_proxy=12.9 (imp=0.0408); cnes_equipes_esf=48 (imp=0.00772); tests_ma8=2.38 (imp=0.149),Manter rotina de desempenho da rede laboratorial.,Predito
SANTA CARMEM,138.0,13.488541666666666,95.60138888888889,8.029861111111112,6.524305555555555,0.25773195876288657,0.1574074074074074,0.3333333333333333,0.5277777777777778,0.007246376811594203,59.0,0.0,0.4927536231884058,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.0139,0.4275,1.0,0.0725,39.33,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,0.0,1.5,0.0,False,estavel,False,4.5,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.1485,0.3,False,baixa,cnes_estabelecimentos=335 (imp=0.0355); tests_ma4=2 (imp=0.572); indice_pressao_proxy=12.9 (imp=0.0408); cnes_equipes_esf=48 (imp=0.00772); tests_ma8=2.25 (imp=0.149),Manter rotina de desempenho da rede laboratorial.,Predito
COMODORO,1077.0,21.740277777777777,122.72888888888889,8.014583333333334,7.5940972222222225,0.21448467966573817,0.0832282471626734,0.21311475409836064,0.3656998738965952,0.019498607242339833,222.0,0.0,0.45403899721448465,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.1085,0.2061,1.0,0.195,37.36,moderada,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,1.0,1.0,1.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.186,0.3,False,baixa,cnes_estabelecimentos=1.4e+03 (imp=0.0355); cnes_leitos_total=1.01e+03 (imp=0.013); tests_ma4=2.75 (imp=0.572); cnes_equipes_esf=168 (imp=0.00772); tests_ma8=5.88 (imp=0.149),Manter rotina de desempenho da rede laboratorial.,Predito
IPIRANGA DO NORTE,1760.0,25.352083333333333,99.32986111111111,10.134722222222223,11.43125,0.21799628942486085,0.027842227378190254,0.1500386697602475,0.32791956689868523,0.003977272727272727,238.0,0.0,0.47670454545454544,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem,0.1773,0.1352,1.0,0.0398,34.97,baixa,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,18.0,2.5,7.2,False,estavel,False,7.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.475,0.3,True,alta,cnes_estabelecimentos=448 (imp=0.0355); tests_ma4=13.2 (imp=0.572); tests_ma8=12.2 (imp=0.149); indice_pressao_proxy=27.9 (imp=0.0408); cnes_equipes_esf=72 (imp=0.00772),"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",Predito
PONTE BRANCA,14.0,10.460416666666667,164.25958333333338,0.04236111111111111,3.5479166666666666,0.6,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.0,3.0,0.0,0.2857142857142857,gal_lacen_microdados,>=2024,Desempenho dentro do esperado (janela recente),0.0014,0.2143,1.0,0.0,31.47,baixa,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",gal_lacen_microdados,True,Observado,0.2768586387434555,151.14791666666676,0.0,1.0,0.0,False,estavel,False,0.5,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,ALTO,risco,"SLA de crise: reforçar liberação ≤48h, triagem de backlog e comunicação CIEVS/LACEN.",CIEVS / Sala de Situação + vigilância municipal,24–48h,1) Conferir % liberado ≤48h e TAT p90; 2) Priorizar backlog; 3) Articular rede municipal; 4) Reavaliar em 48h,Derivado,0.0255,0.3,False,baixa,cnes_estabelecimentos=214 (imp=0.0355); cnes_leitos_total=408 (imp=0.013); tests_ma4=1.33 (imp=0.572); indice_pressao_proxy=11 (imp=0.0408); tests_ma8=1.33 (imp=0.149),Manter rotina de desempenho da rede laboratorial.,Predito
BOA ESPERANCA DO NORTE,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,46.0,2.0,23.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,True,exame_sem_notif_semana,integrated_weekly_surveillance,46.0,0.0,ALTO,utilizacao,Avaliar subutilização da rede e reforçar encaminhamento de amostras em 15 dias.,Vigilância municipal + LACEN,15 dias,1) Comparar exames×notificações; 2) Identificar subutilização; 3) Reforçar encaminhamento laboratorial,Derivado,0.5692,0.3,True,alta,tests_ma4=15.5 (imp=0.572); tests_ma8=11.9 (imp=0.149); indice_pressao_proxy=30.1 (imp=0.0408); tests=46 (imp=0.00238); tests_pct_estadual=0.906 (imp=0.106),"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",Predito
GUIA LOPES DA LAGUNA,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,3.0,0.0,True,queda_absoluta,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,True,False,,,,,ALTO,silencio,Silêncio GAL: verificar fluxo de coleta/envio e queda abrupta de exames vs histórico/vizinhos.,Vigilância municipal + referência LACEN,7 dias,1) Verificar fluxo GAL/coleta; 2) Conferir casos SINAN sem exame; 3) Sensibilizar SMS; 4) Checar vizinhos em alerta,Derivado,0.0949,0.3,False,baixa,tests_ma4=2.33 (imp=0.572); indice_pressao_proxy=12.7 (imp=0.0408); tests_ma8=2.33 (imp=0.149); tests_pct_estadual=0.607 (imp=0.106); tests_lag1=3 (imp=0.0135),Manter rotina de desempenho da rede laboratorial.,Predito
INHAMBUPE,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,3.0,0.0,True,queda_absoluta,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,True,False,,,,,ALTO,silencio,Silêncio GAL: verificar fluxo de coleta/envio e queda abrupta de exames vs histórico/vizinhos.,Vigilância municipal + referência LACEN,7 dias,1) Verificar fluxo GAL/coleta; 2) Conferir casos SINAN sem exame; 3) Sensibilizar SMS; 4) Checar vizinhos em alerta,Derivado,0.0216,0.3,False,baixa,tests=3 (imp=0.00238); tests_lag1=nan (imp=0.0135); tests_ma4=nan (imp=0.572); tests_ma8=nan (imp=0.149); tests_trend=nan (imp=0.00576),Manter rotina de desempenho da rede laboratorial.,Predito
